t_host_s,seq,base_us,idx,ax,ay,az,t_dev_us
1762339448.682862,6089,1160615234,0,1056,5838,6335,1160615234
1762339448.682862,6089,1160615234,1,570,6261,5474,1160616434
1762339448.682862,6089,1160615234,2,809,6483,4360,1160617634
1762339448.682862,6089,1160615234,3,745,6567,4110,1160618835
1762339448.682862,6089,1160615234,4,1287,6203,2723,1160620035
1762339448.682862,6089,1160615234,5,2138,6111,1480,1160621236
1762339448.682862,6089,1160615234,6,1822,5514,752,1160622436
1762339448.682862,6089,1160615234,7,1546,4755,-656,1160623637
1762339448.682862,6089,1160615234,8,957,4450,-1995,1160624837
1762339448.682862,6089,1160615234,9,1151,4354,-2987,1160626038
1762339448.682862,6089,1160615234,10,1223,4414,-3765,1160627238
1762339448.682862,6089,1160615234,11,1587,4865,-3397,1160628439
1762339448.682862,6089,1160615234,12,912,5213,-3624,1160629639
1762339448.682862,6089,1160615234,13,796,5564,-2835,1160630840
1762339448.682862,6089,1160615234,14,436,5680,-2302,1160632040
1762339448.682862,6089,1160615234,15,394,5671,-1175,1160633241
1762339448.682862,6089,1160615234,16,377,5657,-93,1160634441
1762339448.682862,6089,1160615234,17,327,5571,273,1160635642
1762339448.682862,6089,1160615234,18,288,5455,946,1160636842
1762339448.682862,6089,1160615234,19,272,5416,1298,1160638043
1762339448.683104,6090,1160654296,0,281,5392,1482,1160654296
1762339448.683104,6090,1160654296,1,329,5309,1426,1160655496
1762339448.683104,6090,1160654296,2,388,5153,1641,1160656696
1762339448.683104,6090,1160654296,3,274,4843,1838,1160657897
1762339448.683104,6090,1160654296,4,326,4682,1760,1160659097
1762339448.683104,6090,1160654296,5,328,4562,1406,1160660298
1762339448.683104,6090,1160654296,6,316,4483,915,1160661498
1762339448.683104,6090,1160654296,7,323,4383,715,1160662699
1762339448.683104,6090,1160654296,8,336,4178,226,1160663899
1762339448.683104,6090,1160654296,9,258,4160,-5,1160665100
1762339448.683104,6090,1160654296,10,217,4061,-128,1160666300
1762339448.683104,6090,1160654296,11,173,4054,-226,1160667501
1762339448.683104,6090,1160654296,12,174,4087,-229,1160668701
1762339448.683104,6090,1160654296,13,225,4254,-186,1160669902
1762339448.683104,6090,1160654296,14,197,4451,-127,1160671102
1762339448.683104,6090,1160654296,15,265,4509,-26,1160672303
1762339448.683104,6090,1160654296,16,289,4599,87,1160673503
1762339448.683104,6090,1160654296,17,286,4675,147,1160674704
1762339448.683104,6090,1160654296,18,251,4690,292,1160675904
1762339448.683104,6090,1160654296,19,242,4700,429,1160677105
1762339448.683342,6091,1160693359,0,222,4703,542,1160693359
1762339448.683342,6091,1160693359,1,237,4609,594,1160694559
1762339448.683342,6091,1160693359,2,255,4585,732,1160695759
1762339448.683342,6091,1160693359,3,281,4405,947,1160696960
1762339448.683342,6091,1160693359,4,349,4105,1112,1160698160
1762339448.683342,6091,1160693359,5,536,3789,1453,1160699361
1762339448.683342,6091,1160693359,6,745,3676,1836,1160700561
1762339448.683342,6091,1160693359,7,885,3569,2227,1160701762
1762339448.683342,6091,1160693359,8,1016,3464,2359,1160702962
1762339448.683342,6091,1160693359,9,1235,3386,2585,1160704163
1762339448.683342,6091,1160693359,10,1269,3333,2770,1160705363
1762339448.683342,6091,1160693359,11,1280,3289,2789,1160706564
1762339448.683342,6091,1160693359,12,1317,3243,2721,1160707764
1762339448.683342,6091,1160693359,13,1353,3219,2521,1160708965
1762339448.683342,6091,1160693359,14,1300,3181,2244,1160710165
1762339448.683342,6091,1160693359,15,1275,3325,2047,1160711366
1762339448.683342,6091,1160693359,16,1157,3420,1709,1160712566
1762339448.683342,6091,1160693359,17,1061,3609,1332,1160713767
1762339448.683342,6091,1160693359,18,1020,3704,1187,1160714967
1762339448.683342,6091,1160693359,19,969,3778,881,1160716168
1762339448.683583,6092,1160732421,0,767,3886,655,1160732421
1762339448.683583,6092,1160732421,1,611,4107,303,1160733621
1762339448.683583,6092,1160732421,2,629,4289,466,1160734821
1762339448.683583,6092,1160732421,3,567,4406,488,1160736022
1762339448.683583,6092,1160732421,4,484,4491,532,1160737222
1762339448.683583,6092,1160732421,5,479,4594,503,1160738423
1762339448.683583,6092,1160732421,6,394,4737,623,1160739623
1762339448.683583,6092,1160732421,7,274,4833,614,1160740824
1762339448.683583,6092,1160732421,8,424,4674,582,1160742024
1762339448.683583,6092,1160732421,9,360,4559,663,1160743225
1762339448.683583,6092,1160732421,10,268,4418,522,1160744425
1762339448.683583,6092,1160732421,11,-37,4275,432,1160745626
1762339448.683583,6092,1160732421,12,93,4138,397,1160746826
1762339448.683583,6092,1160732421,13,235,3896,20,1160748027
1762339448.683583,6092,1160732421,14,83,3757,-221,1160749227
1762339448.683583,6092,1160732421,15,-332,3825,-448,1160750428
1762339448.683583,6092,1160732421,16,-331,3824,-104,1160751628
1762339448.683583,6092,1160732421,17,-608,3816,-220,1160752829
1762339448.683583,6092,1160732421,18,255,3864,-203,1160754029
1762339448.683583,6092,1160732421,19,-82,3897,34,1160755230
1762339448.683866,6093,1160771484,0,-52,3936,-682,1160771484
1762339448.683866,6093,1160771484,1,-350,3605,355,1160772684
1762339448.683866,6093,1160771484,2,-1208,4225,376,1160773884
1762339448.683866,6093,1160771484,3,-350,4430,830,1160775085
1762339448.683866,6093,1160771484,4,-1847,5078,1894,1160776285
1762339448.683866,6093,1160771484,5,-106,5444,2555,1160777486
1762339448.683866,6093,1160771484,6,-1117,5350,2238,1160778686
1762339448.683866,6093,1160771484,7,-279,5319,2100,1160779887
1762339448.683866,6093,1160771484,8,-367,4951,1652,1160781087
1762339448.683866,6093,1160771484,9,209,5001,1465,1160782288
1762339448.683866,6093,1160771484,10,409,4688,781,1160783488
1762339448.683866,6093,1160771484,11,633,4560,46,1160784689
1762339448.683866,6093,1160771484,12,459,4150,-738,1160785889
1762339448.683866,6093,1160771484,13,595,3584,-1298,1160787090
1762339448.683866,6093,1160771484,14,684,2995,-2352,1160788290
1762339448.683866,6093,1160771484,15,725,2487,-3201,1160789491
1762339448.683866,6093,1160771484,16,737,1876,-3392,1160790691
1762339448.683866,6093,1160771484,17,649,1544,-3994,1160791892
1762339448.683866,6093,1160771484,18,713,1491,-4491,1160793092
1762339448.683866,6093,1160771484,19,746,1280,-4681,1160794293
1762339448.684116,6094,1160810546,0,728,1145,-4555,1160810546
1762339448.684116,6094,1160810546,1,678,1175,-4571,1160811746
1762339448.684116,6094,1160810546,2,568,1130,-3916,1160812946
1762339448.684116,6094,1160810546,3,480,1542,-3590,1160814147
1762339448.684116,6094,1160810546,4,367,2153,-2606,1160815347
1762339448.684116,6094,1160810546,5,302,2512,-1483,1160816548
1762339448.684116,6094,1160810546,6,428,3367,-384,1160817748
1762339448.684116,6094,1160810546,7,481,4009,258,1160818949
1762339448.684116,6094,1160810546,8,573,4269,1028,1160820149
1762339448.684116,6094,1160810546,9,584,4617,1501,1160821350
1762339448.684116,6094,1160810546,10,576,4798,1637,1160822550
1762339448.684116,6094,1160810546,11,526,4914,1710,1160823751
1762339448.684116,6094,1160810546,12,469,4950,1564,1160824951
1762339448.684116,6094,1160810546,13,465,5012,1439,1160826152
1762339448.684116,6094,1160810546,14,424,5076,1132,1160827352
1762339448.684116,6094,1160810546,15,375,5093,786,1160828553
1762339448.684116,6094,1160810546,16,348,5138,424,1160829753
1762339448.684116,6094,1160810546,17,307,5160,268,1160830954
1762339448.684116,6094,1160810546,18,333,5179,6,1160832154
1762339448.684116,6094,1160810546,19,349,5224,-247,1160833355
1762339448.684373,6095,1160849609,0,358,5257,-363,1160849609
1762339448.684373,6095,1160849609,1,366,5262,-525,1160850809
1762339448.684373,6095,1160849609,2,368,5261,-632,1160852009
1762339448.684373,6095,1160849609,3,345,5249,-670,1160853210
1762339448.684373,6095,1160849609,4,360,5272,-675,1160854410
1762339448.684373,6095,1160849609,5,360,5595,-636,1160855611
1762339448.684373,6095,1160849609,6,357,5503,-570,1160856811
1762339448.684373,6095,1160849609,7,339,5692,-511,1160858012
1762339448.684373,6095,1160849609,8,337,5992,-347,1160859212
1762339448.684373,6095,1160849609,9,392,6122,-296,1160860413
1762339448.684373,6095,1160849609,10,-31,5986,-173,1160861613
1762339448.684373,6095,1160849609,11,6,5996,-152,1160862814
1762339448.684373,6095,1160849609,12,56,6031,-38,1160864014
1762339448.684373,6095,1160849609,13,-6,6065,135,1160865215
1762339448.684373,6095,1160849609,14,49,6214,326,1160866415
1762339448.684373,6095,1160849609,15,52,6366,672,1160867616
1762339448.684373,6095,1160849609,16,43,6494,996,1160868816
1762339448.684373,6095,1160849609,17,91,6699,1178,1160870017
1762339448.684373,6095,1160849609,18,35,6852,1234,1160871217
1762339448.684373,6095,1160849609,19,-42,7146,1191,1160872418
1762339448.684617,6096,1160888671,0,-109,6929,1096,1160888671
1762339448.684617,6096,1160888671,1,-97,6965,1027,1160889871
1762339448.684617,6096,1160888671,2,-69,6972,945,1160891071
1762339448.684617,6096,1160888671,3,-59,6989,841,1160892272
1762339448.684617,6096,1160888671,4,-4,7073,776,1160893472
1762339448.684617,6096,1160888671,5,-22,7192,724,1160894673
1762339448.684617,6096,1160888671,6,56,7192,674,1160895873
1762339448.684617,6096,1160888671,7,102,7199,582,1160897074
1762339448.684617,6096,1160888671,8,111,7190,563,1160898274
1762339448.684617,6096,1160888671,9,145,7112,382,1160899475
1762339448.684617,6096,1160888671,10,163,7004,377,1160900675
1762339448.684617,6096,1160888671,11,68,6840,363,1160901876
1762339448.684617,6096,1160888671,12,14,6688,340,1160903076
1762339448.684617,6096,1160888671,13,89,6576,326,1160904277
1762339448.684617,6096,1160888671,14,91,6208,283,1160905477
1762339448.684617,6096,1160888671,15,104,5766,314,1160906678
1762339448.684617,6096,1160888671,16,82,5325,307,1160907878
1762339448.684617,6096,1160888671,17,107,5069,376,1160909079
1762339448.684617,6096,1160888671,18,71,4643,431,1160910279
1762339448.684617,6096,1160888671,19,89,4352,515,1160911480
1762339448.684878,6097,1160927734,0,152,4258,575,1160927734
1762339448.684878,6097,1160927734,1,256,4004,499,1160928934
1762339448.684878,6097,1160927734,2,262,3581,500,1160930134
1762339448.684878,6097,1160927734,3,282,3147,437,1160931335
1762339448.684878,6097,1160927734,4,341,2975,397,1160932535
1762339448.684878,6097,1160927734,5,929,2967,675,1160933736
1762339448.684878,6097,1160927734,6,714,2233,309,1160934936
1762339448.684878,6097,1160927734,7,231,1963,85,1160936137
1762339448.684878,6097,1160927734,8,236,1436,-233,1160937337
1762339448.684878,6097,1160927734,9,283,1175,-274,1160938538
1762339448.684878,6097,1160927734,10,371,995,-457,1160939738
1762339448.684878,6097,1160927734,11,576,863,-670,1160940939
1762339448.684878,6097,1160927734,12,567,592,-774,1160942139
1762339448.684878,6097,1160927734,13,738,409,-846,1160943340
1762339448.684878,6097,1160927734,14,994,391,-690,1160944540
1762339448.684878,6097,1160927734,15,1023,71,-756,1160945741
1762339448.684878,6097,1160927734,16,1007,-187,-733,1160946941
1762339448.684878,6097,1160927734,17,1017,-6,-683,1160948142
1762339448.684878,6097,1160927734,18,955,-369,-901,1160949342
1762339448.684878,6097,1160927734,19,882,-310,-970,1160950543
1762339448.685134,6098,1160966796,0,952,-155,-1235,1160966796
1762339448.685134,6098,1160966796,1,961,20,-1707,1160967996
1762339448.685134,6098,1160966796,2,1084,326,-1935,1160969196
1762339448.685134,6098,1160966796,3,1136,730,-1989,1160970397
1762339448.685134,6098,1160966796,4,1176,887,-1867,1160971597
1762339448.685134,6098,1160966796,5,1211,1201,-1494,1160972798
1762339448.685134,6098,1160966796,6,1264,1693,-1247,1160973998
1762339448.685134,6098,1160966796,7,1334,2164,-586,1160975199
1762339448.685134,6098,1160966796,8,1430,2472,8,1160976399
1762339448.685134,6098,1160966796,9,1510,2782,-10,1160977600
1762339448.685134,6098,1160966796,10,1545,2919,-166,1160978800
1762339448.685134,6098,1160966796,11,1509,2956,-537,1160980001
1762339448.685134,6098,1160966796,12,1701,2893,-1130,1160981201
1762339448.685134,6098,1160966796,13,1666,2699,-1159,1160982402
1762339448.685134,6098,1160966796,14,1474,2644,-1197,1160983602
1762339448.685134,6098,1160966796,15,1710,2692,-1148,1160984803
1762339448.685134,6098,1160966796,16,1583,2867,-1089,1160986003
1762339448.685134,6098,1160966796,17,1545,2951,-858,1160987204
1762339448.685134,6098,1160966796,18,1570,2969,-480,1160988404
1762339448.685134,6098,1160966796,19,1565,3085,169,1160989605
1762339448.685407,6099,1161005859,0,1600,3299,545,1161005859
1762339448.685407,6099,1161005859,1,1434,3682,1395,1161007059
1762339448.685407,6099,1161005859,2,1535,3915,2528,1161008259
1762339448.685407,6099,1161005859,3,1686,4355,3121,1161009460
1762339448.685407,6099,1161005859,4,1545,4788,3502,1161010660
1762339448.685407,6099,1161005859,5,1636,5127,4058,1161011861
1762339448.685407,6099,1161005859,6,1584,5343,4400,1161013061
1762339448.685407,6099,1161005859,7,1490,5370,4339,1161014262
1762339448.685407,6099,1161005859,8,1460,5622,4548,1161015462
1762339448.685407,6099,1161005859,9,1398,5335,4276,1161016663
1762339448.685407,6099,1161005859,10,1455,5225,4466,1161017863
1762339448.685407,6099,1161005859,11,1419,4642,4725,1161019064
1762339448.685407,6099,1161005859,12,1466,4568,4219,1161020264
1762339448.685407,6099,1161005859,13,1310,4432,4352,1161021465
1762339448.685407,6099,1161005859,14,1285,3832,4191,1161022665
1762339448.685407,6099,1161005859,15,1420,2912,4308,1161023866
1762339448.685407,6099,1161005859,16,1353,2743,4465,1161025066
1762339448.685407,6099,1161005859,17,1324,2060,4476,1161026267
1762339448.685407,6099,1161005859,18,1307,1198,4405,1161027467
1762339448.685407,6099,1161005859,19,1413,950,4382,1161028668
1762339448.685680,6100,1161044921,0,1783,826,4840,1161044921
1762339448.685680,6100,1161044921,1,1991,977,5039,1161046121
1762339448.685680,6100,1161044921,2,1422,-243,4838,1161047321
1762339448.685680,6100,1161044921,3,1146,-539,5075,1161048522
1762339448.685680,6100,1161044921,4,1082,-668,5081,1161049722
1762339448.685680,6100,1161044921,5,1175,-525,4875,1161050923
1762339448.685680,6100,1161044921,6,1403,-468,4900,1161052123
1762339448.685680,6100,1161044921,7,1326,-283,5160,1161053324
1762339448.685680,6100,1161044921,8,1365,-122,5522,1161054524
1762339448.685680,6100,1161044921,9,1480,-158,5537,1161055725
1762339448.685680,6100,1161044921,10,1589,-234,5346,1161056925
1762339448.685680,6100,1161044921,11,1555,-495,5200,1161058126
1762339448.685680,6100,1161044921,12,1453,-824,5133,1161059326
1762339448.685680,6100,1161044921,13,1471,-969,5088,1161060527
1762339448.685680,6100,1161044921,14,1408,-1151,5327,1161061727
1762339448.685680,6100,1161044921,15,1362,-1185,5341,1161062928
1762339448.685680,6100,1161044921,16,1359,-1145,5553,1161064128
1762339448.685680,6100,1161044921,17,1359,-1102,5707,1161065329
1762339448.685680,6100,1161044921,18,1314,-1091,5835,1161066529
1762339448.685680,6100,1161044921,19,1223,-1056,6054,1161067730
1762339448.685936,6101,1161083984,0,1169,-1079,6081,1161083984
1762339448.685936,6101,1161083984,1,1154,-1105,6370,1161085184
1762339448.685936,6101,1161083984,2,1065,-1123,6178,1161086384
1762339448.685936,6101,1161083984,3,1008,-1183,6132,1161087585
1762339448.685936,6101,1161083984,4,936,-1137,6158,1161088785
1762339448.685936,6101,1161083984,5,947,-1028,6187,1161089986
1762339448.685936,6101,1161083984,6,822,-1003,6227,1161091186
1762339448.685936,6101,1161083984,7,792,-821,6181,1161092387
1762339448.685936,6101,1161083984,8,528,-605,6175,1161093587
1762339448.685936,6101,1161083984,9,705,-347,6088,1161094788
1762339448.685936,6101,1161083984,10,596,-237,6057,1161095988
1762339448.685936,6101,1161083984,11,547,-23,6042,1161097189
1762339448.685936,6101,1161083984,12,519,200,6019,1161098389
1762339448.685936,6101,1161083984,13,535,287,5870,1161099590
1762339448.685936,6101,1161083984,14,484,406,5695,1161100790
1762339448.685936,6101,1161083984,15,551,557,5645,1161101991
1762339448.685936,6101,1161083984,16,527,585,5391,1161103191
1762339448.685936,6101,1161083984,17,595,598,5075,1161104392
1762339448.685936,6101,1161083984,18,606,639,4705,1161105592
1762339448.685936,6101,1161083984,19,613,697,4523,1161106793
1762339448.686188,6102,1161123046,0,631,988,4227,1161123046
1762339448.686188,6102,1161123046,1,682,835,3985,1161124246
1762339448.686188,6102,1161123046,2,713,960,3935,1161125446
1762339448.686188,6102,1161123046,3,861,1132,3492,1161126647
1762339448.686188,6102,1161123046,4,954,1179,3028,1161127847
1762339448.686188,6102,1161123046,5,1070,1169,2581,1161129048
1762339448.686188,6102,1161123046,6,1107,1004,2491,1161130248
1762339448.686188,6102,1161123046,7,1185,845,2321,1161131449
1762339448.686188,6102,1161123046,8,1256,366,2103,1161132649
1762339448.686188,6102,1161123046,9,1300,-158,1920,1161133850
1762339448.686188,6102,1161123046,10,1438,-542,1468,1161135050
1762339448.686188,6102,1161123046,11,1619,-650,1153,1161136251
1762339448.686188,6102,1161123046,12,1837,-653,966,1161137451
1762339448.686188,6102,1161123046,13,1963,-454,595,1161138652
1762339448.686188,6102,1161123046,14,2147,-336,311,1161139852
1762339448.686188,6102,1161123046,15,2289,-37,58,1161141053
1762339448.686188,6102,1161123046,16,2361,205,48,1161142253
1762339448.686188,6102,1161123046,17,2424,300,134,1161143454
1762339448.686188,6102,1161123046,18,2450,323,355,1161144654
1762339448.686188,6102,1161123046,19,2478,264,741,1161145855
1762339448.707134,6103,1161162109,0,2486,170,660,1161162109
1762339448.707134,6103,1161162109,1,2484,135,752,1161163309
1762339448.707134,6103,1161162109,2,2453,170,805,1161164509
1762339448.707134,6103,1161162109,3,2424,311,807,1161165710
1762339448.707134,6103,1161162109,4,2427,672,798,1161166910
1762339448.707134,6103,1161162109,5,2418,740,778,1161168111
